Type,Sex,Spayed/Neutered,Primary Breed,Primary Color,Secondary Color,Days in Shelter,is_adopted,Has Name,age_at_intake,intake_month,intake_dayofweek
Dog,Female,Yes,American Pit Bull Terrier,Chocolate,White,376.0,0,1,1096.0,4,4
Cat,Female,No,Domestic Shorthair,Brown Tabby,Missing,25.0,0,0,41.0,6,4
Dog,Male,Yes,Jack Russell Terrier,Tri Color,White,5.0,1,1,151.0,6,2
Cat,Unknown,Unknown,Domestic Shorthair,White,Blue,3.0,0,0,365.0,9,0
Dog,Female,Yes,American Staffordshire Terrier,Tan,Missing,41.0,1,1,1460.0,6,3
Cat,Male,No,Domestic Shorthair,Seal Point,Missing,4.0,0,0,1461.0,7,4
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,59.0,1,0,1.0,4,2
Dog,Female,Yes,German Shepherd,Brown,Tan,45.0,1,1,1096.0,3,6
Cat,Male,Yes,Domestic Medium Hair,Black,Missing,14.0,1,0,122.0,5,1
Dog,Male,No,Pug,Black,Missing,6.0,0,1,242.0,7,5
Dog,Female,Yes,Labrador Retriever,Brown,White,31.0,1,1,121.0,4,6
Cat,Male,yes,Domestic Shorthair,Brown Tabby,Missing,24.0,1,0,1461.0,8,1
Dog,Male,Yes,Labrador Retriever,Brown,Missing,1.0,0,1,3128.0,7,0
Cat,Female,Yes,Domestic Long Hair,Brown Tabby,Missing,0.0,0,0,2922.0,9,3
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,85.0,1,1,1096.0,3,2
Cat,Female,No,Domestic Shorthair,Black,Black Tortoiseshell,0.0,0,0,365.0,7,4
Dog,Female,Yes,Labrador Retriever,Black,White,126.0,1,1,2192.0,3,0
Dog,Male,Yes,German Shepherd,Tan,Black,27.0,1,1,403.0,6,4
Dog,Female,yes,Italian Greyhound,Tan,Black,19.0,1,1,518.0,9,2
Dog,Male,Yes,American Pit Bull Terrier,White,Black,70.0,0,1,3260.0,7,2
Dog,Female,Unknown,BLACK MOUTH CUR,Red,Black,0.0,0,1,212.0,6,5
Kitten,Male,No,Russian,Blue,Missing,2.0,0,0,19.0,9,4
Kitten,Female,yes,Siamese,Flame Point,Missing,41.0,1,1,41.0,8,0
Cat,Female,No,Domestic Shorthair,Orange Tabby,White,21.0,0,0,364.0,7,6
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Missing,0.0,0,0,122.0,5,1
Cat,Female,Yes,Domestic Medium Hair,Black,Missing,62.0,1,1,28.0,5,5
Cat,Unknown,No,Domestic Shorthair,Brown,White,1.0,0,0,4.0,5,0
Dog,Female,Yes,Boston Terrier,Black,White,1.0,0,1,731.0,9,5
Cat,Female,Yes,Domestic Shorthair,Black,White,5.0,1,1,731.0,6,0
Cat,Female,Yes,Domestic Shorthair,Black,White,44.0,1,1,30.0,5,2
Dog,Female,Yes,American Pit Bull Terrier,Brown,White,196.0,1,1,550.0,1,3
Dog,Male,No,English Bulldog,Brown,White,1.0,0,1,731.0,9,3
Dog,Male,Yes,American Pit Bull Terrier,Blue,White,59.0,1,1,1461.0,3,2
Dog,Male,Yes,Labrador Retriever,Black,White,5.0,1,1,1619.0,9,2
Kitten,Female,No,Domestic Shorthair,Blue,White,0.0,0,1,1.0,9,3
Dog,Female,No,American Pit Bull Terrier,Black,White,2.0,0,1,731.0,8,4
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,9.0,1,0,55.0,6,1
Cat,Male,No,Domestic Shorthair,Black,Missing,4.0,0,0,35.0,6,2
Cat,Unknown,Unknown,Domestic Shorthair,Black,White,4.0,0,0,731.0,7,3
Cat,Male,Yes,Domestic Medium Hair,Brown Tabby,Missing,62.0,1,1,28.0,5,5
Dog,Female,Yes,American Pit Bull Terrier,Fawn,Missing,54.0,1,1,1599.0,3,6
Kitten,Male,No,Domestic Shorthair,Flame Point,Cream,76.0,0,1,42.0,5,3
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,39.0,1,1,119.0,5,1
Cat,Male,Yes,Domestic Shorthair,White,White,9.0,1,0,273.0,8,2
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,13.0,1,0,92.0,6,2
Cat,Female,yes,Domestic Shorthair,Brown Tabby,Missing,66.0,1,1,151.0,6,0
Dog,Male,Yes,Border Collie,Tri Color,Missing,4.0,0,1,884.0,8,5
Mammal,Unknown,No,Bat - Unspecified,Brown,Brown,0.0,0,0,731.0,7,2
Dog,Female,Yes,Dachshund,Black,Brown,58.0,1,1,736.0,3,4
Dog,Female,Yes,Australian Cattle Dog,White,Merle,37.0,1,1,730.0,7,2
Kitten,Male,No,Domestic Shorthair,Orange Tabby,Missing,1.0,0,0,3.0,7,2
Dog,Female,No,ENG POINTER,Black,White,4.0,0,1,365.0,7,3
Dog,Male,Yes,Labrador Retriever,Tan,Black,3.0,0,1,3649.0,9,3
Dog,Male,Yes,Chihuahua - Smooth,White,Tan,12.0,1,1,2920.0,6,0
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Missing,2.0,0,0,184.0,9,4
Cat,Female,yes,Domestic Medium Hair,Grey,Ginger,34.0,1,0,48.0,5,2
Dog,Male,Yes,Foxhound,Tri Color,Missing,1.0,0,1,86.0,6,3
Cat,Male,Yes,Domestic Shorthair,Blue,Missing,34.0,1,1,357.0,4,4
Puppy,Unknown,Unknown,American Pit Bull Terrier,Tan,Missing,37.0,0,0,7.0,6,3
Cat,Male,No,Domestic Shorthair,Orange Tabby,Missing,25.0,0,0,41.0,6,4
Dog,Female,Yes,American Pit Bull Terrier,Fawn,White,66.0,0,1,2594.0,3,5
Dog,Female,Yes,Rottweiler,Black,Brown,389.0,1,1,2295.0,7,3
Dog,Female,No,Beagle,White,Tan,6.0,0,0,91.0,7,5
Kitten,Female,Yes,Domestic Shorthair,Black,Missing,30.0,1,0,41.0,7,3
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,White,4.0,0,0,365.0,6,2
Kitten,Male,No,Domestic Shorthair,Black,Missing,6.0,0,0,56.0,6,3
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,50.0,1,1,2192.0,3,0
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,76.0,0,1,0.0,3,6
Cat,Male,Yes,Domestic Shorthair,Blue,Tabby,57.0,1,0,1.0,4,2
Dog,Female,Yes,Labrador Retriever,White,Brown,10.0,1,1,1096.0,5,2
Cat,Male,yes,Domestic Shorthair,Brown Tabby,Missing,28.0,1,0,42.0,6,0
Dog,Male,Yes,Labrador Retriever,White,Missing,81.0,1,1,365.0,3,0
Dog,Female,Yes,American Pit Bull Terrier,Blue,White,198.0,1,1,366.0,10,3
Bird,Unknown,Unknown,Parrot,Red,Green,3.0,1,0,122.0,5,4
Cat,Female,Yes,Domestic Shorthair,Cream Ginger Tabby,White,9.0,1,0,49.0,6,0
Cat,Male,yes,Domestic Shorthair,Orange Tabby,Missing,26.0,1,1,61.0,5,4
Kitten,Female,No,Domestic Shorthair,Grey Tabby,Missing,0.0,0,0,21.0,8,2
Dog,Male,Yes,German Shepherd,Tan,Black,14.0,0,1,1096.0,6,0
Cat,Female,Unknown,Domestic Shorthair,Grey,White,6.0,0,1,14.0,5,4
Kitten,Male,No,Domestic Shorthair,Brown Tabby,White,66.0,0,0,4.0,4,2
Dog,Female,Yes,Catahoula Leopard Dog,Tan,White,40.0,1,1,42.0,6,6
Dog,Female,Yes,Rottweiler,Black,Tan,53.0,1,1,6.0,3,1
Cat,Unknown,No,Domestic Shorthair,Brown,White,1.0,0,0,4.0,5,0
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,3.0,1,1,282.0,9,2
Cat,Female,Yes,Domestic Shorthair,Black,White,24.0,1,1,365.0,8,3
Dog,Female,No,American Pit Bull Terrier,Brown,White,4.0,0,1,1645.0,9,3
Cat,Male,yes,Domestic Shorthair,Brown Tabby,White,28.0,1,1,365.0,6,3
Dog,Male,Yes,Labrador Retriever,Black,White,27.0,1,1,223.0,7,5
Dog,Female,Yes,American Pit Bull Terrier,Tri Color,Missing,77.0,1,1,1207.0,4,3
Cat,Male,Yes,Domestic Shorthair,Black,White,62.0,1,1,21.0,5,5
Kitten,Male,Yes,Domestic Shorthair,Flame Point,Missing,34.0,1,1,35.0,8,0
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,200.0,1,1,245.0,2,5
Dog,Female,Yes,German Shepherd,Black,Tan,252.0,1,1,402.0,11,3
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,59.0,1,1,42.0,5,1
Dog,Female,No,Dachshund,Black,Brown,1.0,0,1,1461.0,6,5
Cat,Unknown,Unknown,Domestic Shorthair,Blue,White,6.0,0,0,365.0,6,0
Cat,Male,Yes,Domestic Shorthair,Black,White,67.0,1,0,6.0,4,1
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Missing,32.0,1,1,35.0,5,0
Cat,Male,Yes,Domestic Shorthair,Blue,White,12.0,1,0,105.0,6,2
Cat,Female,Yes,Domestic Shorthair,Blue,Missing,13.0,1,1,365.0,5,2
Cat,Unknown,Unknown,Domestic Shorthair,Blue,Missing,10.0,0,0,731.0,6,3
Dog,Male,yes,Border Collie,Black,White,5.0,1,0,66.0,5,3
Dog,Male,Yes,German Shepherd,Tan,Black,2.0,0,1,1210.0,9,2
Dog,Female,Yes,Chihuahua - Smooth,White,Missing,6.0,1,0,364.0,6,3
Cat,Male,No,Domestic Shorthair,White,Black,8.0,0,0,56.0,5,3
Cat,Male,No,Domestic Shorthair,Seal Point,Missing,8.0,0,0,21.0,5,1
Dog,Female,Yes,Labrador Retriever,Brown,Black,526.0,1,1,3710.0,2,1
Dog,Female,No,Fox Terrier - Wire-haired,White,Brown,1.0,0,1,1461.0,5,3
Kitten,Male,No,Domestic Shorthair,Grey,White,0.0,0,0,122.0,9,2
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Black,0.0,0,0,122.0,5,4
Mammal,Unknown,Unknown,Bat - Unspecified,Black,Brown,0.0,0,0,122.0,9,5
Dog,Male,No,Dachshund - Smooth,Blue Merle,Brown,6.0,0,1,731.0,5,3
Cat,Male,yes,Domestic Shorthair,Orange Tabby,Missing,28.0,1,0,94.0,7,3
Puppy,Male,No,German Shepherd,White,White,0.0,0,1,11.0,5,1
Cat,Male,Yes,Domestic Shorthair,Blue,Missing,27.0,1,1,43.0,4,2
Cat,Female,Yes,Domestic Shorthair,Torbie,Missing,32.0,1,1,365.0,4,1
Cat,Male,Yes,Domestic Shorthair,Black,Missing,16.0,0,1,2567.0,5,3
Cat,Male,No,Domestic Shorthair,Orange Tabby,White,1.0,0,0,365.0,8,2
Cat,Female,Yes,Domestic Shorthair,Grey,Missing,21.0,1,0,38.0,6,2
Dog,Female,Yes,Australian Cattle Dog,White,Brown,478.0,1,1,372.0,4,3
Dog,Female,No,French Bulldog,Blue Merle,Missing,1.0,0,1,1096.0,5,3
Cat,Female,yes,Domestic Shorthair,Grey Tabby,White,27.0,1,1,365.0,6,3
Cat,Female,Yes,Domestic Medium Hair,Black,Missing,37.0,1,1,28.0,5,2
Dog,Female,No,American Pit Bull Terrier,White,Black,0.0,0,0,151.0,5,5
Cat,Male,yes,Domestic Shorthair,Orange Tabby,Missing,15.0,1,0,70.0,7,1
Dog,Male,Yes,American Bulldog,Grey,White,23.0,0,1,1106.0,6,2
Cat,Male,Yes,Domestic Long Hair,White,Blue,49.0,1,0,74.0,6,2
Cat,Unknown,Unknown,Domestic Shorthair,Silver Tabby,Missing,0.0,0,0,731.0,8,3
Dog,Male,Yes,Australian Cattle Dog,Red,Missing,8.0,1,0,61.0,5,6
Kitten,Female,No,Domestic Shorthair,Torbie,Missing,8.0,0,0,35.0,7,2
Dog,Male,yes,American Pit Bull Terrier,White,Missing,57.0,1,1,731.0,7,1
Dog,Male,Yes,Chihuahua - Smooth,White,Black,2.0,0,0,1461.0,8,6
Dog,Female,yes,Cairn Terrier,Tan,Missing,6.0,1,1,365.0,7,1
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Brown,1.0,0,0,122.0,7,5
Kitten,Male,No,Domestic Shorthair,Brown Tabby,White,4.0,0,0,61.0,6,5
Cat,Male,Yes,Domestic Shorthair,Black,Missing,17.0,1,1,731.0,4,3
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,18.0,1,1,92.0,7,2
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,37.0,1,1,68.0,6,2
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,50.0,1,1,61.0,6,4
Kitten,Female,No,Domestic Shorthair,Tortoiseshell,Black,4.0,0,0,28.0,7,0
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Missing,0.0,0,1,1480.0,6,5
Cat,Male,yes,Domestic Shorthair,Grey,Missing,74.0,1,0,0.0,4,3
Kitten,Male,Yes,Siamese,Lilac Point,Missing,6.0,1,0,62.0,9,1
Dog,Male,Yes,Shepherd,Black,Missing,91.0,1,1,120.0,5,4
Kitten,Male,No,Domestic Shorthair,Brown Tabby,White,10.0,0,0,49.0,6,2
Cat,Male,No,Domestic Shorthair,Blue,Missing,3.0,0,0,547.0,5,1
Dog,Female,Yes,Australian Cattle Dog,Tan,White,164.0,1,1,229.0,12,1
Cat,Female,Unknown,Domestic Shorthair,Brown Tabby,Missing,39.0,0,0,182.0,6,5
Cat,Unknown,No,Domestic Shorthair,Black,White,12.0,0,0,212.0,5,4
Cat,Female,Yes,Domestic Shorthair,Orange Tabby,White,44.0,1,0,91.0,6,2
Dog,Male,No,Cane Corso,Black,White,19.0,0,1,731.0,4,4
Dog,Female,No,Maltese Terrier,White,Missing,2.0,0,1,365.0,8,5
Cat,Unknown,Unknown,Domestic Shorthair,Orange Tabby,Missing,3.0,0,0,731.0,6,3
Cat,Male,yes,Domestic Medium Hair,Brown Tabby,Missing,9.0,1,0,152.0,9,4
Kitten,Male,No,Domestic Shorthair,Blue,Tabby,1.0,0,0,21.0,9,3
Mammal,Unknown,Unknown,Raccoon,Brown,Missing,0.0,0,0,122.0,5,1
Cat,Female,Yes,Domestic Medium Hair,Tortoiseshell,Missing,41.0,1,0,82.0,6,2
Kitten,Unknown,Unknown,Domestic Shorthair,Grey Tabby,Missing,0.0,0,0,3.0,6,4
Dog,Male,Yes,German Shepherd,Black,Brown,41.0,1,1,163.0,7,2
Kitten,Male,No,Domestic Shorthair,White,Black,0.0,0,1,7.0,8,4
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,24.0,1,1,365.0,4,1
Cat,Female,No,Domestic Shorthair,Tortoiseshell,Missing,6.0,0,0,365.0,5,3
Dog,Male,No,Chihuahua - Smooth,Tan,Missing,0.0,0,0,4383.0,8,1
Dog,Male,Yes,Labrador Retriever,White,White,15.0,1,1,731.0,7,2
Dog,Male,Yes,German Shepherd,Brown,Black,25.0,0,1,1494.0,8,6
Cat,Male,Yes,Domestic Shorthair,Blue,White,18.0,1,1,731.0,6,3
Cat,Male,yes,Domestic Shorthair,Brown Tabby,White,22.0,1,1,179.0,6,1
Rabbit,Male,Yes,Himalayan,White,Black,49.0,0,1,122.0,6,5
Kitten,Male,No,Domestic Shorthair,Orange Tabby,Orange Tabby,10.0,0,0,28.0,5,3
Dog,Male,Yes,Hound,White,Black,28.0,0,1,2880.0,6,4
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,43.0,1,1,61.0,6,4
Dog,Male,yes,American Akita,Black Brown,White,11.0,1,1,2922.0,8,4
Rabbit,Female,Yes,Dutch,White,Black,19.0,1,1,731.0,5,2
Dog,Male,Yes,Labrador Retriever,Tri Color,Brown,70.0,1,1,7.0,4,2
Dog,Female,yes,German Shepherd,Black,Brown,34.0,1,1,2553.0,7,2
Kitten,Male,Yes,Domestic Shorthair,Orange Tabby,Missing,55.0,1,1,30.0,7,0
Dog,Unknown,Unknown,Maltese Terrier,White,Missing,15.0,0,1,1457.0,5,1
Cat,Female,Yes,Domestic Shorthair,Lilac Point,Missing,8.0,1,0,105.0,7,0
Kitten,Female,No,Domestic Shorthair,Grey,White,0.0,0,0,14.0,7,2
Cat,Female,yes,Domestic Shorthair,Brown Tabby,White,42.0,1,1,337.0,8,3
Dog,Female,Yes,American Pit Bull Terrier,Black,White,54.0,1,1,165.0,6,4
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,White,4.0,0,0,365.0,6,2
Dog,Female,Yes,Labrador Retriever,Black,White,176.0,1,1,731.0,2,1
Dog,Male,Yes,Chihuahua - Smooth,Brown,White,4.0,1,1,364.0,9,2
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Black,9.0,0,1,365.0,7,1
Dog,Female,No,Lancashire Heeler,White,Red,16.0,0,1,365.0,6,3
Kitten,Female,No,Domestic Shorthair,Calico,Missing,0.0,0,0,21.0,7,3
Cat,Female,yes,Domestic Shorthair,Torbie,Missing,5.0,1,0,56.0,5,2
Dog,Male,No,Yorkshire Terrier,Black,Tan,5.0,0,0,60.0,7,3
Cat,Male,Yes,Domestic Shorthair,White,Black,34.0,1,1,1096.0,6,3
Bird,Unknown,No,Chicken,Brown,Missing,16.0,1,0,731.0,4,1
Cat,Female,Yes,Domestic Shorthair,BLUE TABBY,White,34.0,1,1,365.0,4,4
Dog,Female,Yes,Chihuahua - Smooth,Red,Missing,6.0,1,1,304.0,6,2
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,3.0,0,1,943.0,5,2
Cat,Female,Yes,Domestic Medium Hair,Black,Black,5.0,1,0,120.0,6,4
Dog,Male,Unknown,Labrador Retriever,Brown,Missing,2.0,0,1,5992.0,7,6
Dog,Female,Yes,Catahoula Leopard Dog,Fawn,Cream,82.0,0,1,548.0,4,6
Dog,Female,No,American Pit Bull Terrier,Tan,Missing,12.0,1,1,1096.0,6,2
Dog,Male,Yes,American Pit Bull Terrier,White,Brown,19.0,1,1,83.0,4,0
Kitten,Male,Yes,Domestic Shorthair,White,Orange Tabby,9.0,1,0,62.0,9,1
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Missing,0.0,0,0,731.0,6,1
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,14.0,1,0,667.0,6,0
Dog,Female,yes,American Pit Bull Terrier,Blue,White,29.0,1,1,1463.0,6,0
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,25.0,1,1,365.0,5,3
Dog,Female,Yes,American Pit Bull Terrier,White,Missing,18.0,1,1,2922.0,8,0
Cat,Male,Yes,Domestic Shorthair,Black,Missing,4.0,0,1,3653.0,8,4
Dog,Male,No,Labrador Retriever,Tan,White,2.0,0,1,364.0,9,4
Cat,Female,Unknown,Domestic Shorthair,Brown Tabby,Missing,10.0,0,1,365.0,6,3
Dog,Female,Yes,Rhodesian Ridgeback,Red,Missing,91.0,1,1,182.0,4,1
Dog,Female,Unknown,Plott Hound,Tan,Black,6.0,0,1,122.0,7,2
Dog,Male,Yes,Labrador Retriever,White,Black,6.0,0,1,3340.0,7,2
Cat,Female,Yes,Domestic Shorthair,BLUE TABBY,Missing,57.0,1,1,731.0,4,4
Dog,Female,Yes,Collie Rough,Tan,White,54.0,1,0,10.0,5,2
Cat,Male,No,Domestic Shorthair,White,Brown Tabby,3.0,0,0,731.0,7,0
Kitten,Female,No,Domestic Shorthair,Cream Ginger Tabby,Cream Ginger Tabby,8.0,0,0,21.0,6,3
Cat,Male,Yes,Domestic Medium Hair,Orange Tabby,White,6.0,1,1,2096.0,8,0
Cat,Male,yes,Domestic Shorthair,Blue,White,1.0,1,0,61.0,5,0
Dog,Male,Yes,German Shepherd,Black,Tan,80.0,1,1,1096.0,4,2
Dog,Male,Yes,Carolina Dog,Tan,White,241.0,1,1,243.0,10,1
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Grey,2.0,0,0,730.0,7,0
Dog,Male,Yes,American Pit Bull Terrier,Brown Brindle,White,57.0,1,1,890.0,4,4
Dog,Male,yes,German Shepherd,Brown,Missing,8.0,1,0,56.0,5,3
Puppy,Male,Yes,Labrador Retriever,White,Missing,28.0,1,1,42.0,9,0
Cat,Male,No,Siamese,White,Flame Point,6.0,0,0,1826.0,6,5
Cat,Male,yes,Domestic Shorthair,Grey Tabby,White,32.0,1,0,42.0,5,5
Cat,Female,Yes,Domestic Shorthair,Orange Tabby,Missing,37.0,1,1,68.0,6,2
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Brown Tabby,2.0,0,0,365.0,7,0
Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,Missing,8.0,1,1,731.0,8,3
Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,Missing,95.0,1,1,2551.0,5,5
Dog,Male,Yes,Labrador Retriever,Tan,White,4.0,0,1,92.0,8,4
Cat,Male,Yes,Domestic Shorthair,Seal Point,Missing,101.0,1,1,2.0,3,5
Cat,Male,yes,Domestic Shorthair,Black,Missing,36.0,1,1,121.0,8,1
Cat,Male,yes,Domestic Shorthair,Black,Missing,28.0,1,1,153.0,8,4
Cat,Unknown,Unknown,Domestic Long Hair,White,Missing,4.0,0,1,552.0,6,5
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Missing,37.0,1,0,41.0,6,5
Dog,Male,Yes,Chihuahua - Smooth,White,Brown,3.0,0,1,1827.0,9,3
Cat,Male,Yes,Domestic Shorthair,White,Black,21.0,1,0,55.0,6,1
Dog,Female,Yes,Australian Cattle Dog,White,Merle,12.0,1,1,756.0,6,6
Cat,Male,Yes,Siamese,Seal Point,White,6.0,1,0,86.0,6,2
Cat,Male,No,Domestic Shorthair,Grey Tabby,White,1.0,0,0,122.0,7,1
Kitten,Male,Yes,Domestic Shorthair,Black,Missing,55.0,1,0,21.0,8,4
Dog,Unknown,No,Boxer,Brown,Missing,33.0,0,0,-2.0,5,3
Dog,Male,Yes,Chihuahua - Long-hair,White,Black,12.0,1,0,65.0,6,2
Mammal,Unknown,Unknown,Raccoon,Grey,Black,2.0,0,0,122.0,6,4
Cat,Male,Unknown,Domestic Shorthair,Blue,White,14.0,0,1,726.0,7,3
Kitten,Male,Yes,Domestic Shorthair,Orange Tabby,Missing,22.0,1,1,70.0,9,0
Reptile,Unknown,Unknown,Desert Tortoise,Brown,Missing,2.0,0,0,122.0,8,5
Kitten,Unknown,Unknown,Domestic Shorthair,Brown Tabby,White,0.0,0,1,7.0,8,1
Cat,Male,Yes,Domestic Shorthair,Grey Tabby,White,29.0,1,1,2192.0,5,1
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Black,5.0,0,0,122.0,6,3
Mammal,Unknown,Unknown,Bat - Unspecified,Red,Missing,40.0,0,0,731.0,6,0
Kitten,Male,No,Domestic Shorthair,White,Missing,0.0,0,0,14.0,8,0
Cat,Male,No,Domestic Shorthair,Orange Tabby,Missing,0.0,0,0,1.0,5,3
Cat,Female,No,Domestic Shorthair,Brown Tabby,Missing,10.0,0,1,731.0,5,0
Kitten,Female,Yes,Domestic Shorthair,Grey Tabby,Missing,64.0,1,0,21.0,7,3
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,37.0,0,1,698.0,6,2
Cat,Male,yes,Domestic Shorthair,Orange Tabby,Missing,12.0,1,0,122.0,7,3
Cat,Female,Yes,Domestic Shorthair,Grey Tabby,Missing,6.0,0,1,1096.0,6,4
Mammal,Unknown,Unknown,Bat - Unspecified,Red,Missing,15.0,0,0,122.0,6,4
Mammal,Female,Unknown,Bat - Unspecified,Red,Missing,3.0,0,0,122.0,6,3
Dog,Female,Yes,Labrador Retriever,Yellow,White,15.0,1,1,547.0,5,2
Dog,Male,Yes,Belgian Shepherd Dog - Malinois,Brown,Missing,70.0,1,1,59.0,3,5
Mammal,Unknown,Unknown,Skunk - Striped,Black,White,12.0,0,0,122.0,6,1
Dog,Male,Yes,Labrador Retriever,Tan,Yellow,68.0,1,1,1096.0,4,2
Dog,Male,Yes,Jack Russell Terrier,White,Black,55.0,0,1,365.0,6,3
Cat,Male,Yes,Domestic Shorthair,Blue,White,3.0,1,1,96.0,5,2
Bird (wildlife),Unknown,Unknown,Owl - Western Screech,Grey,Missing,5.0,0,0,122.0,5,1
Dog,Unknown,Unknown,Labrador Retriever,Black,White,0.0,0,0,122.0,5,2
Dog,Male,No,Cairn Terrier,White,Tan,4.0,0,0,731.0,9,5
Dog,Male,Yes,ALASKAN HUSKY,Brown,Tan,39.0,1,1,168.0,4,2
Dog,Male,Yes,German Shorthaired Pointer,White,Black,29.0,1,1,105.0,5,3
Cat,Male,Yes,Domestic Shorthair,Seal Point,Missing,118.0,1,0,2.0,3,5
Dog,Female,No,Chihuahua - Smooth,Red,Missing,4.0,0,1,1095.0,6,4
Dog,Female,yes,Australian Cattle Dog,Tri Color,White,50.0,1,1,1096.0,4,1
Cat,Female,yes,Domestic Shorthair,Calico,White,6.0,1,0,70.0,5,1
Cat,Female,Yes,Domestic Shorthair,Blue,Missing,68.0,1,1,731.0,4,2
Rodent,Male,No,Mouse,Brown,White,30.0,1,0,61.0,5,3
Cat,Male,No,Domestic Shorthair,Black,Missing,0.0,0,0,2.0,5,2
Dog,Female,No,Chihuahua - Smooth,Tan,Missing,2.0,0,1,4018.0,9,0
Dog,Male,No,Poodle - Miniature,Black,Brown,0.0,0,1,2922.0,8,2
Cat,Female,yes,Domestic Shorthair,Calico,Missing,62.0,1,1,60.0,6,3
Dog,Male,No,Chihuahua - Smooth,Sandy,Tri Color,1.0,0,0,547.0,7,5
Cat,Female,yes,Domestic Shorthair,Brown Tabby,Missing,21.0,1,1,365.0,9,3
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,White,4.0,0,0,122.0,6,2
Dog,Male,Yes,German Shepherd,Brown,Black,68.0,1,1,136.0,4,1
Cat,Unknown,Unknown,Domestic Shorthair,Orange,Missing,10.0,0,0,122.0,6,2
Dog,Male,yes,Chihuahua - Smooth,Cream,Missing,21.0,1,0,84.0,7,0
Puppy,Male,No,American Pit Bull Terrier,White,Brown,15.0,0,0,21.0,7,0
Cat,Male,yes,Domestic Shorthair,Brown Tabby,White,9.0,1,1,731.0,7,1
Dog,Male,Yes,Chihuahua - Smooth,Tan,Missing,90.0,1,1,3653.0,3,2
Dog,Male,No,Shih Tzu,White,Blue,3.0,0,0,365.0,5,6
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Missing,0.0,0,0,731.0,6,0
Dog,Female,Yes,American Pit Bull Terrier,Brown,White,169.0,1,1,185.0,12,4
Cat,Male,Yes,Domestic Medium Hair,Black,White,48.0,1,1,90.0,7,1
Dog,Male,Yes,American Pit Bull Terrier,Tan,Missing,14.0,0,1,2621.0,9,4
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,37.0,1,1,45.0,5,2
Cat,Female,Yes,Domestic Shorthair,Orange Tabby,White,55.0,0,1,1178.0,5,2
Kitten,Female,Yes,Domestic Shorthair,Blue,Missing,45.0,1,0,35.0,8,2
Puppy,Female,No,American Pit Bull Terrier,White,Black,15.0,0,0,21.0,7,0
Dog,Female,Yes,Labrador Retriever,Tan,Bronze,12.0,1,1,132.0,9,2
Kitten,Male,yes,Domestic Shorthair,White,Black,20.0,1,0,45.0,9,1
Cat,Female,yes,Domestic Shorthair,Calico,Black,8.0,1,0,91.0,7,6
Cat,Male,Yes,Domestic Shorthair,Blue,White,8.0,0,0,56.0,5,4
Cat,Male,No,Domestic Shorthair,Black,Black,3.0,0,0,54.0,6,3
Kitten,Male,Yes,Domestic Shorthair,Grey,White,23.0,1,1,42.0,7,0
Dog,Female,Unknown,Australian Cattle Dog,Blue Merle,Black,0.0,0,1,287.0,8,4
Dog,Male,No,Shih Tzu,White,Missing,3.0,0,0,3653.0,9,0
Kitten,Female,No,Domestic Shorthair,Brown Tabby,Missing,20.0,0,0,28.0,6,3
